TIME,IS_FROM_GUILD,USER,COMMAND_NAME,PARAMS1,PARAMS2,PARAMS3,PARAMS4,PARAMS5,PARAMS6,PARAMS7,PARAMS8
"2023-01-25 22:21:24","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:21:25","FALSE","Kurovine9#0411","season_rank_uma_refresh","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:21:32","FALSE","Kurovine9#0411","season_rank_uma_go_last","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:21:36","FALSE","Kurovine9#0411","season_rank_uma_go_first","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:21:37","FALSE","Kurovine9#0411","season_rank_uma_refresh","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:22:17","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:23:31","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:39:19","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:40:08","FALSE","Kurovine9#0411","rank","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:40:15","FALSE","Kurovine9#0411","season_rank_uma_refresh","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:40:22","FALSE","Kurovine9#0411","stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:41:55","FALSE","Kurovine9#0411","stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:58:28","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 23:02:37","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 23:03:50","FALSE","Kurovine9#0411","stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 23:07:23","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
